target,gender_F,income_high,income_low,country_USA,country_India,country_UK,age,time_since_last_gift,time_since_first_gift,max_gift,min_gift,mean_gift,number_gift
0,0,1,0,0,1,0,30,674,2512,114,89,101,7
0,1,0,0,0,1,0,70,439,2546,119,57,90.625,8
1,1,0,1,0,0,1,45,131,1334,102,73,84.83333333,6
0,1,0,0,0,1,0,29,1112,1848,94,72,84.66666667,3
0,0,0,1,0,1,0,36,868,868,75,75,75,1
0,1,0,0,1,0,0,69,741,1473,105,72,88.5,2
0,1,0,0,1,0,0,74,734,2722,116,40,83.63636364,11
0,0,0,0,0,1,0,20,472,472,72,72,72,1
0,0,0,0,0,1,0,43,664,664,92,92,92,1
0,1,0,0,0,0,1,47,614,2255,120,30,88,7
1,0,0,0,1,0,0,69,768,2645,116,71,90,6
0,0,0,0,0,1,0,54,846,1968,93,43,73.6,5
0,1,0,0,0,0,1,66,1030,2370,69,58,62.25,4
0,0,0,0,1,0,0,73,1343,2393,120,100,108.1666667,6
0,1,1,0,1,0,0,58,713,1477,130,53,98.6,5
0,0,0,0,1,0,0,23,421,421,93,93,93,1
0,0,1,0,1,0,0,60,520,2469,106,60,84.77777778,9
0,1,0,0,0,1,0,96,972,2282,136,68,104.8181818,11
1,1,0,1,0,0,1,54,730,1888,111,70,84.83333333,6
0,1,0,0,1,0,0,62,445,2427,125,83,101.2,5
0,1,0,1,1,0,0,22,298,2718,132,106,113.4,5
0,1,0,1,0,0,1,42,575,1853,103,50,84.5,6
0,1,0,0,1,0,0,60,542,2729,133,27,79.71428571,7
0,1,0,0,1,0,0,41,978,2004,93,70,81.25,4
0,1,0,0,1,0,0,21,488,2664,126,86,99.875,8
0,0,0,0,1,0,0,41,988,2720,98,54,76.8,5
0,1,0,1,0,1,0,41,735,2383,127,81,98.66666667,6
0,0,1,0,0,1,0,59,804,1845,114,53,93.33333333,6
0,0,1,0,1,0,0,57,463,2532,141,97,113.8333333,6
0,1,0,1,1,0,0,33,227,2691,119,71,96.83333333,12
0,0,0,0,0,1,0,73,953,1850,101,71,86,2
0,0,0,0,1,0,0,68,368,1960,99,52,84.75,4
0,1,0,0,0,1,0,63,576,2319,107,64,81.2,5
0,0,0,0,1,0,0,62,468,1536,104,74,88.16666667,6
0,1,0,1,0,1,0,36,655,2690,126,80,99.2,5
0,0,0,0,1,0,0,69,1104,2665,98,78,88,2
0,0,0,0,1,0,0,86,908,2751,124,73,101.8461538,13
0,1,0,0,0,1,0,57,855,2383,95,51,74.66666667,3
0,1,1,0,0,1,0,22,991,1659,137,87,111.75,4
0,0,0,1,0,1,0,45,1217,2723,100,66,82,5
0,0,0,0,1,0,0,80,934,2298,124,81,105.3333333,6
0,1,1,0,0,1,0,23,788,788,79,79,79,1
0,0,0,0,1,0,0,25,753,753,77,77,77,1
0,0,1,0,0,1,0,28,1031,1807,127,69,86.5,4
0,1,0,0,0,0,1,42,392,660,99,88,93.5,2
0,1,0,0,1,0,0,22,958,2541,97,31,64,2
0,1,0,0,0,1,0,56,1080,2470,134,65,104.8571429,7
0,1,0,0,0,1,0,63,943,2287,92,77,84.5,2
0,0,1,0,1,0,0,50,38,2633,128,49,86.5,4
0,1,0,0,1,0,0,35,1411,2532,104,45,72,4
0,1,0,1,0,1,0,55,776,2745,101,63,89.25,8
0,0,0,1,0,1,0,25,592,1639,129,83,106,5
0,0,1,0,0,1,0,60,567,2657,118,62,92.55555556,9
0,0,0,0,0,1,0,45,701,2723,95,59,80,7
0,1,0,1,1,0,0,63,1006,2684,107,61,89.625,8
0,0,0,1,0,1,0,60,853,2699,121,84,102.875,8
0,0,1,0,0,1,0,74,325,2540,114,38,70.88888889,9
0,0,0,1,0,1,0,55,1067,1723,116,80,101,4
0,1,0,1,1,0,0,60,932,2522,123,72,95.42857143,7
0,0,0,0,0,1,0,84,993,2742,111,49,74.77777778,9
0,0,0,0,0,0,1,21,897,2742,81,27,59.14285714,7
0,0,0,1,1,0,0,63,1183,1546,106,54,80,2
0,1,0,0,1,0,0,46,1230,2729,107,46,82.4,5
1,0,0,1,1,0,0,31,607,2085,132,79,116.6666667,9
0,1,0,0,1,0,0,71,492,1856,118,84,98.2,5
0,1,0,0,1,0,0,33,1235,2733,114,27,74.4,5
0,0,0,1,0,1,0,54,661,1726,125,93,105,6
0,0,1,0,1,0,0,31,1255,2756,87,59,79.14285714,7
1,0,0,0,0,1,0,20,519,2740,153,76,120.1111111,9
0,0,0,0,0,1,0,27,1253,2288,93,84,88.33333333,3
0,1,0,1,1,0,0,38,1066,2760,125,63,87.55555556,9
0,1,0,0,1,0,0,37,340,2166,114,56,95.57142857,7
1,1,0,0,0,1,0,63,1130,2717,136,110,119.8333333,6
0,1,0,1,1,0,0,47,656,2471,100,81,87.6,5
0,1,0,1,0,0,1,64,1074,2618,93,55,72.85714286,7
0,1,0,1,0,1,0,46,1198,2454,116,50,76.5,4
0,0,0,0,1,0,0,64,966,1801,117,92,106.6666667,3
0,1,0,0,0,1,0,35,1128,1733,110,73,90,3
0,0,0,0,1,0,0,55,798,2304,97,47,74.5,8
0,1,0,0,0,1,0,74,685,2628,108,70,85.83333333,6
0,0,0,0,1,0,0,60,1181,2764,132,83,102.5714286,7
1,0,0,0,0,1,0,32,1273,2752,119,84,97.83333333,6
1,1,0,0,1,0,0,39,609,2522,145,64,97.11111111,9
0,0,0,0,0,0,1,60,668,2560,118,47,82.22222222,9
0,0,0,0,1,0,0,37,1348,2120,113,38,74.85714286,7
0,1,0,0,1,0,0,51,391,1594,97,71,82.33333333,3
1,0,0,0,0,0,1,88,1063,2554,139,61,102.6666667,9
1,1,0,0,1,0,0,37,664,2770,147,87,109.4545455,11
0,0,0,0,1,0,0,35,434,2620,131,76,110.3333333,9
0,0,0,0,0,0,1,29,657,2297,114,79,100.75,4
0,1,0,0,0,1,0,66,1006,1197,112,81,96.5,2
0,1,1,0,1,0,0,28,637,2575,124,80,106,10
0,1,0,0,0,1,0,48,243,2091,74,72,73,2
0,0,0,0,0,1,0,27,1092,2332,100,65,78.4,5
0,0,0,1,0,1,0,31,588,2420,114,60,92.33333333,3
0,1,0,0,1,0,0,35,1050,1050,87,87,87,1
0,0,0,0,1,0,0,47,362,362,111,111,111,1
0,1,1,0,0,0,1,68,1115,2228,106,79,93,4
0,0,0,0,1,0,0,79,591,2587,104,53,86,7
0,1,1,0,0,1,0,64,711,2307,142,82,103.1666667,6
0,1,0,0,1,0,0,45,359,2148,85,66,75.5,2
0,0,0,0,1,0,0,46,1520,2758,119,73,92.09090909,11
0,1,0,0,0,1,0,53,896,2090,109,58,86,7
0,1,0,1,0,1,0,60,1142,1372,97,69,83,2
0,0,0,0,0,1,0,66,909,2417,134,52,88.8,5
0,1,0,0,0,1,0,21,667,1886,82,62,75.33333333,3
1,1,1,0,1,0,0,38,930,2760,144,65,99.14285714,7
0,1,0,0,0,1,0,27,480,1054,84,32,58.5,4
0,0,0,1,1,0,0,41,1066,1066,74,74,74,1
0,0,0,0,1,0,0,63,496,1475,165,100,132.5,2
0,0,1,0,1,0,0,61,484,1012,87,47,66.33333333,6
0,1,0,0,1,0,0,35,1100,2643,123,76,96.6,5
0,1,0,0,1,0,0,70,505,2149,123,59,91,10
0,1,0,0,0,1,0,60,1186,2770,100,53,84.875,8
0,1,0,0,0,1,0,70,800,2594,142,93,112.6666667,3
0,1,0,0,0,0,1,33,1046,2681,139,41,87.72727273,11
0,0,0,0,1,0,0,67,465,1758,72,51,61.5,2
0,0,0,0,0,1,0,27,1175,1911,105,62,86.25,4
0,1,0,0,0,1,0,42,825,2654,107,69,95.16666667,6
0,0,0,0,1,0,0,73,582,582,68,68,68,1
0,0,0,1,1,0,0,46,1363,2491,130,62,90.85714286,7
0,1,0,0,0,1,0,52,593,1936,132,68,102,9
0,1,0,0,0,1,0,56,1004,2150,121,69,94.83333333,6
0,0,0,0,0,1,0,30,836,2644,152,74,113.5,6
0,1,0,0,1,0,0,44,1006,2057,103,84,93.5,2
0,0,0,1,0,1,0,64,1064,2479,134,85,104,6
0,1,0,1,0,1,0,49,764,764,69,69,69,1
0,0,0,0,0,1,0,65,495,2660,140,114,130.3333333,3
0,1,0,1,0,1,0,72,753,1313,91,91,91,2
0,0,1,0,0,1,0,40,1210,1771,109,82,95.5,2
0,1,0,0,1,0,0,60,572,2700,66,50,56.5,4
0,0,0,1,0,1,0,51,648,2025,104,43,82.2,5
0,0,0,0,1,0,0,27,329,2430,112,57,89.71428571,7
0,1,0,1,1,0,0,31,319,2311,96,55,75.66666667,6
0,1,0,1,0,1,0,60,630,2695,108,46,72.8,5
0,0,0,1,1,0,0,41,1047,2479,108,47,76.66666667,6
0,0,1,0,1,0,0,38,1115,2731,90,34,75.125,8
0,0,0,1,0,1,0,50,356,2016,108,51,73.33333333,3
0,0,1,0,1,0,0,74,1079,1851,105,56,85.66666667,3
0,1,1,0,0,1,0,67,646,2568,122,76,96.33333333,6
0,0,0,0,0,0,1,60,883,2024,87,54,72.5,4
0,0,1,0,0,1,0,71,427,2683,116,49,81.42857143,7
0,1,0,1,0,1,0,89,298,1827,101,62,77.75,4
0,1,0,0,0,1,0,36,1374,2622,125,84,105.5555556,9
0,1,0,1,1,0,0,70,756,2450,110,22,77,6
0,1,1,0,1,0,0,34,633,633,88,88,88,1
0,0,0,0,0,1,0,27,980,2618,94,55,79,8
0,1,0,0,1,0,0,61,546,2574,107,40,80.75,4
0,1,0,1,0,1,0,34,1034,2268,99,50,83.33333333,9
0,0,0,0,1,0,0,60,1024,2541,124,40,84.4,10
0,0,0,0,0,1,0,25,710,2139,100,76,86.5,4
0,1,0,0,0,1,0,39,265,265,101,101,101,1
0,1,0,0,1,0,0,40,808,2085,117,71,96.33333333,3
0,0,0,0,0,0,1,81,141,2683,126,80,93.28571429,7
0,1,0,0,0,1,0,88,857,2414,106,52,81.27272727,11
0,1,0,0,1,0,0,60,627,627,59,59,59,1
0,0,0,0,0,1,0,45,546,2692,138,76,109.6666667,6
0,0,0,0,1,0,0,60,979,2654,134,99,120,4
0,0,1,0,1,0,0,61,725,2724,127,57,99.625,8
0,1,0,0,0,1,0,35,1314,2501,80,43,65.875,8
0,0,0,1,0,1,0,66,1248,2761,126,87,107,7
1,0,1,0,0,1,0,54,242,2057,142,75,101.8333333,6
0,0,0,1,0,1,0,78,1515,1515,56,56,56,1
0,0,0,0,0,1,0,60,1576,1576,94,94,94,1
0,0,0,0,1,0,0,83,948,2768,119,64,93.75,4
0,0,0,0,1,0,0,58,1030,2302,121,89,105,3
0,0,0,0,1,0,0,58,657,2295,87,79,83,2
0,1,0,1,0,1,0,39,536,2472,126,46,76.14285714,7
0,1,0,0,1,0,0,55,90,90,76,76,76,1
0,1,0,0,1,0,0,57,999,2409,107,57,76,5
0,0,1,0,0,1,0,39,844,1241,96,90,93,2
0,0,0,1,1,0,0,52,653,2719,106,57,76.2,5
0,0,0,0,0,1,0,76,388,2543,125,56,84.5,6
0,0,0,0,1,0,0,109,440,2525,115,67,94.42857143,7
1,0,0,0,0,1,0,56,766,2631,128,67,93.55555556,9
0,1,0,0,1,0,0,93,798,2395,158,48,99.66666667,6
0,0,0,0,0,1,0,63,417,2521,113,86,97.5,6
0,0,0,0,1,0,0,36,515,2129,105,59,87.6,5
0,1,0,0,0,1,0,38,807,2466,117,80,99.66666667,9
1,0,0,0,0,1,0,93,689,2445,103,66,88,5
0,1,0,0,0,1,0,41,540,540,123,123,123,1
0,0,0,1,1,0,0,57,865,2525,112,42,81.625,8
0,1,0,0,0,1,0,37,1066,2343,112,32,75.875,8
0,0,0,0,0,1,0,71,1207,2505,133,67,89.42857143,7
0,1,1,0,0,1,0,64,805,1950,149,88,109,3
0,1,1,0,1,0,0,57,1531,2401,114,46,89.6,5
0,1,0,0,0,1,0,69,259,259,116,116,116,1
0,0,0,0,0,1,0,61,397,1118,125,113,120.3333333,3
0,0,0,0,1,0,0,93,1103,2514,101,71,81.75,4
0,1,0,0,1,0,0,79,665,2673,127,85,101.6666667,3
0,1,0,0,0,1,0,47,799,2610,119,60,90.83333333,6
0,1,0,0,1,0,0,52,645,2529,96,26,71,3
0,0,1,0,0,1,0,23,567,2377,100,62,81,2
0,0,0,1,0,1,0,61,542,542,55,55,55,1
0,0,0,1,0,1,0,57,898,2125,72,59,65.75,4
0,0,0,0,1,0,0,60,1101,2547,109,75,94.42857143,7
0,1,1,0,1,0,0,53,878,2153,136,67,106.125,8
0,0,0,0,0,1,0,84,1122,1122,97,97,97,1
0,0,0,0,0,1,0,51,511,1222,134,117,125.5,2
0,0,0,0,0,1,0,29,770,2534,97,61,79,6
0,0,0,0,0,1,0,68,868,2440,129,94,116,4
0,1,0,0,0,1,0,93,47,1237,136,98,117,2
0,1,0,1,1,0,0,80,1042,2363,128,56,82.75,4
1,1,0,0,0,1,0,22,792,792,113,113,113,1
0,0,0,0,0,0,1,79,391,391,110,110,110,1
0,0,0,0,0,1,0,53,740,2420,106,60,80.8,5
0,0,0,0,1,0,0,54,326,357,112,26,69,2
0,0,1,0,0,1,0,56,302,302,86,86,86,1
0,1,0,0,0,1,0,60,570,2362,74,40,53.33333333,3
0,1,0,1,1,0,0,75,571,2138,124,86,104.25,4
0,1,0,1,0,1,0,34,974,2734,108,64,81.33333333,9
0,1,0,1,1,0,0,31,787,2745,119,78,96.8,5
0,1,0,1,1,0,0,57,742,2528,126,61,91.09090909,11
0,1,0,0,1,0,0,53,185,2418,109,52,80.75,8
0,0,1,0,0,1,0,55,421,1910,99,62,78.83333333,6
0,1,0,0,1,0,0,71,389,2605,124,86,105,5
0,0,1,0,1,0,0,58,1236,1913,66,42,57.33333333,3
0,1,0,1,1,0,0,66,725,725,66,66,66,1
0,1,0,1,1,0,0,37,1224,2771,121,68,95.4,5
1,1,0,0,1,0,0,24,620,1905,115,59,89.4,5
0,1,0,1,0,1,0,67,315,315,96,96,96,1
0,0,0,0,0,1,0,56,1193,1929,105,30,82.75,4
0,1,1,0,1,0,0,63,340,2460,158,61,109.5,8
0,1,1,0,0,1,0,58,1139,2460,130,73,92.5,8
0,0,0,0,0,1,0,60,368,2675,134,59,104.2222222,9
0,1,0,0,0,1,0,66,955,2689,113,76,94.66666667,6
0,1,0,1,0,1,0,63,801,2415,157,77,107.6666667,3
0,0,0,0,0,1,0,65,692,2267,81,67,73.75,4
0,1,0,0,1,0,0,71,589,589,71,71,71,1
0,1,0,1,1,0,0,41,643,643,65,65,65,1
0,1,0,0,1,0,0,34,1505,2231,123,72,100.5,4
0,0,0,1,0,0,1,70,1027,2274,156,69,103.4,5
0,0,0,0,0,1,0,50,1044,2521,138,64,96.8,10
0,0,0,1,0,1,0,78,985,2310,115,54,81.33333333,3
0,0,0,0,1,0,0,78,1125,1125,101,101,101,1
0,0,0,1,0,0,1,59,467,2552,125,72,95,3
0,0,0,1,0,1,0,66,512,2432,130,73,112.25,4
0,0,0,1,0,1,0,59,686,2693,124,65,100.1111111,9
0,0,0,0,0,1,0,42,1422,2707,126,75,103.25,8
0,1,0,0,0,1,0,33,451,2301,133,33,85.14285714,7
0,0,0,0,1,0,0,41,1083,2702,112,58,74.875,8
0,1,0,1,0,1,0,82,944,1758,106,100,103,2
0,1,0,0,0,1,0,60,603,2745,138,45,84.75,8
0,0,0,0,1,0,0,61,536,2541,147,106,127.6666667,3
1,0,0,0,0,0,1,59,859,2524,119,67,99.33333333,9
0,0,0,0,1,0,0,70,748,2663,108,62,93.875,8
0,1,0,1,0,1,0,97,485,2695,156,67,107.375,8
0,0,0,0,1,0,0,47,316,2029,120,72,104.75,4
0,1,0,0,1,0,0,46,117,2755,109,61,83.33333333,6
0,1,1,0,0,1,0,23,1226,2701,105,75,91,3
0,0,0,0,1,0,0,76,693,2482,132,74,95.625,8
0,1,0,0,0,0,1,35,1262,2547,101,41,69,5
0,0,0,1,0,1,0,51,580,2323,97,68,83.6,5
0,0,0,1,0,1,0,40,633,1190,81,31,52.33333333,3
0,1,0,0,1,0,0,22,962,2366,116,45,80.66666667,3
0,1,0,0,1,0,0,36,849,2413,133,70,99,5
0,0,0,0,0,1,0,55,1131,2378,93,67,78.25,4
0,1,0,0,0,0,1,70,1095,2715,118,51,88.85714286,7
0,0,0,0,0,0,1,60,576,2389,103,75,93.5,6
0,1,0,1,1,0,0,66,460,2652,86,21,63,5
0,0,0,0,0,1,0,26,176,2548,152,74,102.2,5
0,1,0,0,0,0,1,56,886,1565,115,75,95,2
0,1,1,0,1,0,0,71,375,2269,126,73,99.25,4
0,1,0,1,1,0,0,57,767,2594,113,75,92,6
0,0,0,0,0,1,0,31,525,830,117,95,106,2
0,1,0,0,0,1,0,79,728,2452,136,85,118.3636364,11
0,0,0,1,1,0,0,66,895,895,104,104,104,1
1,0,1,0,1,0,0,67,676,2611,130,53,97.66666667,12
0,0,0,0,0,0,1,30,910,2543,88,30,56.28571429,7
0,0,0,0,0,1,0,46,1079,2361,126,44,81.71428571,7
0,0,0,0,1,0,0,55,125,125,87,87,87,1
0,1,0,0,0,1,0,23,453,555,79,53,66,2
0,1,0,0,1,0,0,60,637,2760,128,84,105,10
0,1,0,0,0,1,0,53,880,880,68,68,68,1
0,0,0,0,0,1,0,64,550,2218,134,84,103.1666667,6
0,1,0,0,1,0,0,53,214,2491,124,45,83.4,5
0,1,0,0,1,0,0,52,1114,2728,121,51,79,6
0,0,0,0,0,1,0,40,363,706,107,104,105.5,2
0,0,1,0,0,1,0,82,1143,2383,123,66,92,5
0,0,1,0,1,0,0,56,815,2687,87,42,70.33333333,3
0,0,0,0,0,1,0,61,394,1303,89,60,76.33333333,3
0,0,0,0,0,1,0,59,651,2576,124,50,84.5,4
0,0,1,0,0,1,0,58,859,2638,120,69,97.75,8
0,0,0,0,0,1,0,53,897,2530,125,73,89.4,5
1,1,1,0,0,1,0,50,314,2440,99,22,67,3
0,1,0,1,1,0,0,48,444,2217,63,57,60.25,4
0,1,0,0,1,0,0,32,1227,2770,123,72,98.66666667,9
0,1,0,0,0,0,1,86,192,2536,115,62,92.75,8
0,1,0,1,0,1,0,59,975,2201,115,72,99.71428571,7
0,0,1,0,1,0,0,64,577,2584,117,50,89,10
0,1,0,0,0,1,0,29,751,2717,109,64,92.14285714,7
0,1,0,0,1,0,0,55,1743,2607,104,64,87.8,5
0,0,0,0,0,1,0,25,1292,2769,105,68,94.42857143,7
0,0,0,1,0,0,1,43,704,2606,112,66,83,8
0,1,0,0,1,0,0,45,885,2723,120,68,95.4,5
0,1,1,0,0,1,0,88,512,2367,99,78,89.33333333,3
0,1,0,1,1,0,0,94,482,2694,148,84,107,5
0,0,0,0,1,0,0,48,778,2560,112,36,85.91666667,12
0,0,0,0,0,1,0,34,939,2460,131,64,86.5,4
0,0,0,1,1,0,0,98,533,2545,124,53,90,6
0,0,0,0,1,0,0,55,260,2752,97,90,93.33333333,3
0,0,0,0,1,0,0,38,497,2458,113,84,97.25,4
0,0,0,0,0,1,0,34,945,945,141,141,141,1
0,0,0,0,0,0,1,44,851,2730,120,88,101.2,5
0,0,0,1,0,0,1,31,1221,2742,96,46,65.77777778,9
0,0,0,0,0,1,0,78,467,467,115,115,115,1
0,0,0,0,1,0,0,67,1057,2354,117,57,86.28571429,7
0,1,0,1,1,0,0,40,718,718,57,57,57,1
0,0,0,1,0,1,0,39,784,2037,123,71,102.6666667,3
0,0,1,0,1,0,0,46,578,2504,97,76,84.75,4
0,0,0,0,1,0,0,27,127,2033,100,35,80.25,4
0,0,0,0,1,0,0,49,672,2244,106,47,77.2,5
0,1,0,0,0,1,0,62,183,2314,110,51,82.11111111,9
0,1,0,1,0,1,0,69,139,1849,113,101,107.6,5
1,0,1,0,0,0,1,77,144,2764,102,83,94,6
0,1,0,1,0,1,0,57,745,2693,120,42,88,10
0,1,0,0,1,0,0,20,1691,2678,98,72,87.11111111,9
0,0,0,1,0,1,0,62,738,2676,94,60,78,9
0,0,1,0,0,0,1,59,874,1887,125,94,110,6
0,0,1,0,0,1,0,40,912,2453,133,89,111,2
0,0,0,1,1,0,0,46,437,437,102,102,102,1
0,1,0,1,1,0,0,53,379,379,134,134,134,1
0,1,1,0,0,1,0,37,443,2752,132,76,93,4
0,1,1,0,0,1,0,42,521,2263,142,81,107,6
1,1,0,1,1,0,0,30,473,2688,124,59,100.1666667,6
0,1,0,0,0,1,0,69,135,2449,138,84,117.5,6
0,0,0,0,0,0,1,56,886,886,104,104,104,1
0,0,0,0,0,1,0,50,932,2758,139,75,107,8
0,0,1,0,0,1,0,40,437,1855,108,106,107,2
0,0,1,0,1,0,0,59,1120,2769,124,91,111.4,5
0,0,0,0,0,1,0,54,841,2757,126,55,103.1428571,7
0,0,0,0,0,1,0,19,665,665,51,51,51,1
1,1,0,0,1,0,0,89,652,2008,126,84,102.5,8
0,1,0,0,0,1,0,30,909,2174,121,55,93.2,5
0,1,0,1,0,1,0,22,1265,2571,96,57,81.71428571,7
0,1,1,0,1,0,0,64,290,2726,109,84,96.6,5
0,1,0,0,0,1,0,51,774,2516,132,83,104,6
0,0,0,0,1,0,0,29,789,2170,92,66,81.8,10
0,0,1,0,1,0,0,99,987,2583,104,60,83.875,8
0,0,0,0,1,0,0,24,641,2030,99,47,68.125,8
0,1,0,1,0,1,0,81,454,2482,97,88,94,4
0,1,0,1,0,1,0,77,720,2525,96,83,88.5,4
1,1,0,0,1,0,0,71,510,2294,119,84,107.3333333,6
0,0,0,1,1,0,0,47,662,2324,136,49,87.88888889,9
0,1,0,0,0,1,0,68,1263,2712,125,42,88.28571429,7
0,1,0,0,1,0,0,45,598,2645,93,42,66.6,5
1,1,1,0,0,1,0,89,779,2009,114,90,96.5,4
0,0,0,0,0,0,1,64,851,2124,104,69,90,4
0,0,0,0,0,1,0,55,1075,2541,139,74,96.3,10
0,0,1,0,0,1,0,60,535,2732,106,53,84,8
1,1,0,1,0,0,1,54,857,2504,145,74,109.3333333,6
0,0,0,1,0,1,0,45,420,2195,69,65,67,2
0,0,0,1,0,1,0,63,690,2524,86,61,76.4,5
0,0,0,1,0,1,0,41,794,2677,115,28,77.44444444,9
0,1,1,0,1,0,0,68,643,2640,134,64,94.45454545,11
0,1,0,0,0,0,1,24,994,2321,140,57,98.625,8
0,1,1,0,1,0,0,35,1512,2333,113,70,95.33333333,6
0,0,1,0,1,0,0,52,913,913,104,104,104,1
0,0,1,0,0,1,0,60,1256,2493,117,70,84.875,8
0,1,1,0,0,1,0,57,968,2680,112,75,98.11111111,9
0,0,0,0,1,0,0,50,520,2528,142,81,102.7142857,7
0,1,0,1,1,0,0,54,760,2388,119,78,101,12
0,0,0,0,0,1,0,60,575,2527,108,68,83.77777778,9
0,1,0,0,1,0,0,55,1016,2426,114,70,96.4,5
0,1,0,1,0,1,0,80,861,861,123,123,123,1
0,0,0,0,1,0,0,24,816,2581,117,49,69.90909091,11
0,1,0,0,0,1,0,35,1073,2492,98,77,90.75,4
0,0,0,0,0,1,0,60,488,2664,97,93,95,2
0,1,0,0,0,0,1,65,539,2341,148,86,111.6666667,9
0,1,0,0,0,0,1,59,1721,2663,122,95,107.9,10
0,0,0,0,1,0,0,26,552,2193,118,45,93.6,10
0,0,0,1,0,1,0,57,735,2586,126,27,85.71428571,7
0,1,0,0,0,1,0,79,661,2538,124,83,103.8,5
0,0,1,0,0,1,0,32,1014,2105,124,72,104.25,4
0,1,0,0,0,1,0,33,573,1450,102,75,85.75,4
0,0,0,0,0,1,0,27,1348,2246,169,98,128.3333333,3
0,0,0,1,1,0,0,64,150,2175,144,78,109.1111111,9
0,1,0,0,1,0,0,31,501,2352,132,47,95.85714286,7
0,0,0,0,1,0,0,32,1082,2511,139,82,103.125,8
0,0,0,0,0,1,0,53,971,2473,125,71,92.2,5
1,0,0,0,0,1,0,68,758,2702,130,48,95.05555556,18
0,0,0,0,1,0,0,53,902,902,78,78,78,1
0,1,0,1,0,1,0,60,1663,2703,151,54,88.33333333,9
0,0,0,0,0,1,0,82,325,325,84,84,84,1
0,0,0,1,1,0,0,53,1123,2215,117,50,79.42857143,7
0,1,0,1,1,0,0,39,1020,2641,87,59,79,7
0,1,0,0,0,1,0,41,840,2385,122,80,97.16666667,6
0,0,0,0,0,1,0,44,729,729,39,39,39,1
0,1,1,0,0,0,1,60,691,691,73,73,73,1
0,1,0,0,0,1,0,75,660,1530,123,39,81,2
0,1,0,0,0,0,1,52,556,556,112,112,112,1
0,1,1,0,1,0,0,20,1222,2657,123,53,87,6
0,0,1,0,1,0,0,55,612,2722,107,49,80.3,10
0,1,0,0,1,0,0,49,857,857,126,126,126,1
0,0,0,0,0,1,0,27,319,2711,70,18,47,6
0,0,1,0,1,0,0,54,713,2644,116,88,98.66666667,3
0,1,0,0,0,1,0,64,924,2556,125,89,107.4285714,7
0,0,0,1,0,1,0,54,733,2732,117,59,79.33333333,9
0,0,0,0,1,0,0,60,352,2690,122,53,90.7,10
0,0,0,0,0,1,0,59,547,611,105,86,95.5,2
0,1,0,1,1,0,0,26,613,2630,147,82,120,6
0,0,0,0,0,1,0,85,479,2685,132,71,100.875,8
0,1,1,0,0,1,0,40,298,2759,109,59,89.16666667,6
0,1,0,0,1,0,0,46,1495,2590,121,77,99.4,5
0,0,0,0,0,1,0,79,794,2388,114,53,86.66666667,3
0,1,0,0,1,0,0,55,706,2009,138,97,111.1666667,6
0,0,0,1,0,1,0,65,867,2225,141,77,93,8
0,1,0,0,1,0,0,71,693,1955,119,42,88.85714286,7
0,1,0,1,0,1,0,41,371,2300,126,89,110.25,4
0,1,0,0,1,0,0,39,817,1836,99,55,74,5
1,0,1,0,0,0,1,29,402,2103,118,66,98.83333333,6
0,1,0,0,1,0,0,56,290,2679,127,70,90.8,5
0,0,0,0,0,1,0,74,870,2700,135,63,96.66666667,6
0,1,0,0,0,1,0,59,990,2464,121,47,83.54545455,11
0,0,0,0,0,0,1,51,714,2393,107,63,75.5,4
0,0,1,0,1,0,0,60,1093,2327,130,72,95.85714286,7
0,1,0,0,1,0,0,67,1074,1074,78,78,78,1
0,1,1,0,0,1,0,38,1031,2372,90,66,73.28571429,7
0,0,0,1,0,1,0,51,466,2771,102,62,89,8
0,0,0,0,1,0,0,30,888,2737,96,40,75.6,10
0,0,0,0,0,1,0,30,1181,2689,120,89,104.5,2
0,0,0,0,1,0,0,28,1479,2626,111,63,83.16666667,6
0,1,0,1,0,1,0,29,573,2457,120,42,83.33333333,6
0,0,0,0,1,0,0,56,815,2713,130,68,88.25,8
1,1,0,0,1,0,0,71,120,2397,149,89,121.625,8
1,0,0,0,1,0,0,73,272,2407,97,52,74.54545455,11
0,1,0,0,1,0,0,82,255,2180,145,74,104.5,6
0,0,0,0,1,0,0,40,701,701,66,66,66,1
0,1,0,0,0,1,0,19,736,2470,113,51,81.25,4
0,1,0,0,0,1,0,65,1063,2538,107,57,95.14285714,7
0,0,0,1,0,1,0,46,1003,1951,107,69,94,3
0,1,0,1,0,0,1,47,496,496,91,91,91,1
0,1,0,0,1,0,0,44,1597,2742,85,64,74.5,2
0,0,0,0,0,1,0,75,560,2726,123,67,88.33333333,3
0,1,0,0,0,0,1,45,1310,2511,81,63,75,3
0,0,0,0,1,0,0,28,639,1821,96,54,73.4,5
0,0,0,0,0,1,0,74,1412,2689,109,58,85.25,8
0,1,1,0,0,1,0,33,966,2745,101,61,81.9,10
0,0,0,0,0,0,1,50,1274,2596,147,85,108,9
0,1,1,0,0,1,0,47,758,2463,129,85,97.6,5
0,0,0,0,0,1,0,57,622,2553,120,84,99.71428571,7
0,1,0,0,1,0,0,51,1214,2662,122,75,100.1666667,6
0,1,0,0,0,1,0,49,794,2524,114,52,87.33333333,6
0,0,0,0,0,0,1,31,1663,1910,116,47,89.2,5
0,0,0,1,1,0,0,84,193,2260,121,85,105.8,5
